,query,verbs,nouns,verb_noun,cancel_noun_verb
18874,"I can't find my invoice, can you check it?","find,check",invoice,"find,check,invoice",FALSE
18875,"please, could u ask an agent to give me information about my invoice?","ask,give","agent,information,invoice","ask,give,agent,information,invoice",FALSE
18876,I didn't receive my invoice and I want to see it,"receive,want,see",invoice,"receive,want,see,invoice",FALSE
18877,ask an agent to check my invoices,"ask,check","agent,invoices","ask,check,agent,invoices",FALSE
18878,"I can't find my invoice, what do I have to do to check it?","find,have,do,check",invoice,"find,have,do,check,invoice",FALSE
18879,"i lost my billp, can u show it?","lost,show",billp,"lost,show,billp",FALSE
18880,i can't find my bills and i wanna see htem,"find,wanna,see",bills,"find,wanna,see,bills",FALSE
18881,"I can't find my invoices, what ccan I do to see them?","find,do,see",invoices,"find,do,see,invoices",FALSE
18882,how can I check my bill?,check,bill,"check,bill",FALSE
18883,show me my invouce,show,invouce,"show,invouce",FALSE
18884,"i didn't receive my bill, help me see it","receive,help,see",bill,"receive,help,see,bill",FALSE
18885,"i can't find my bill, how could i check it?","find,check",bill,"find,check,bill",FALSE
18886,"please, could you ask an agent how I could see my fucking bill?","ask,see","agent,bill","ask,see,agent,bill",FALSE
18887,"I can't find my invoices, help me check them","find,help,check",invoices,"find,help,check,invoices",FALSE
18888,i lost my invoice and i wanna check it,"lost,wanna,check",invoice,"lost,wanna,check,invoice",FALSE
18889,"I didn't receive my bill, help me see it","receive,help,see",bill,"receive,help,see,bill",FALSE
18890,"I lost my invoices, check them","lost,check",invoices,"lost,check,invoices",FALSE
18891,"i lost my invoice , how do i check it?","lost,check",invoice,"lost,check,invoice",FALSE
18892,"I lost my bills, what do I have to do to view them?","lost,have,do,view",bills,"lost,have,do,view,bills",FALSE
18893,"I can't find my bill, I need help seeing it","find,need,help,seeing",bill,"find,need,help,seeing,bill",FALSE
18894,"i can't find my bill, what do i have to do to view it?","find,have,do,view",bill,"find,have,do,view,bill",FALSE
18895,"i can't find my invoice, what can i do to check it?","find,do,check",invoice,"find,do,check,invoice",FALSE
18896,"I lost my bills, view them","lost,view",bills,"lost,view,bills",FALSE
18897,ask an agent how i can check my invoice,"ask,check","agent,invoice","ask,check,agent,invoice",FALSE
18898,could u ask an agent where i could see my fucking invoice?,"ask,see","agent,invoice","ask,see,agent,invoice",FALSE
18899,"I didn't receive my bills, can you show them?","receive,show",bills,"receive,show,bills",FALSE
18900,where to viewmy invoices,,invoices,",invoices",FALSE
18901,"I want to see my bills, what can I do?","want,see,do",bills,"want,see,do,bills",FALSE
18902,where can I see my invoices?,see,invoices,"see,invoices",FALSE
18903,help me check my bill,"help,check",bill,"help,check,bill",FALSE
18904,"I lost my bill, can you view it?","lost,view",bill,"lost,view,bill",FALSE
18905,"i can't find my bills, can i check them?","find,check",bills,"find,check,bills",FALSE
18906,i can't find my invoices and i want to see them,"find,want,see",invoices,"find,want,see,invoices",FALSE
18907,"I lost my invoices, I need help viewing them","lost,need,viewing","invoices,help","lost,need,viewing,invoices,help",FALSE
18908,can u ask an agent if i can check my bills?,"ask,check","agent,bills","ask,check,agent,bills",FALSE
18909,ask an agent where i can check my bill,"ask,check","agent,bill","ask,check,agent,bill",FALSE
18910,"i can't find my invoice, can u show it?","find,show",invoice,"find,show,invoice",FALSE
18911,"I lost my bill, what can I do to view it?","lost,do,view",bill,"lost,do,view,bill",FALSE
18912,"I want to view my bill, what do I have to do ?","want,view,have,do",bill,"want,view,have,do,bill",FALSE
18913,"I can't fidn my bills, help me view them","help,view",bills,"help,view,bills",FALSE
18914,can u ask an agent to show me information about my invoices?,"ask,show","agent,information,invoices","ask,show,agent,information,invoices",FALSE
18915,"i lost my invoices, i need help seeing them","lost,need,seeing","invoices,help","lost,need,seeing,invoices,help",FALSE
18916,I need help checking my invoices,"need,checking","help,invoices","need,checking,help,invoices",FALSE
18917,"I didn't receive my bills, can you view them?","receive,view",bills,"receive,view,bills",FALSE
18918,where to view my bills,view,bills,"view,bills",FALSE
18919,"please, can u show me my invoices?",show,invoices,"show,invoices",FALSE
18920,"i lost my bill, what do i have to do to check it?","lost,have,do,check",bill,"lost,have,do,check,bill",FALSE
18921,i didn't receive my bills amd i want to see them,"receive,want,see",bills,"receive,want,see,bills",FALSE
18922,I need inforation about my bill,need,"inforation,bill","need,inforation,bill",FALSE
18923,where do I see my invoice?,see,invoice,"see,invoice",FALSE
18924,cn u ask an agentif i could see my invoices?,"ask,see","agentif,invoices","ask,see,agentif,invoices",FALSE
18925,"i didn't receive my invoice, how can i view it?","receive,view",invoice,"receive,view,invoice",FALSE
18926,"I can't find my invoice, what should I do to check it?","find,do,check",invoice,"find,do,check,invoice",FALSE
18927,i didn't receive my bill and i wanna check it,"receive,wanna,check",bill,"receive,wanna,check,bill",FALSE
18928,how to view my bill,view,bill,"view,bill",FALSE
18929,where can I view my bills?,view,bills,"view,bills",FALSE
18930,"I lost my invoice, how do I check it?","lost,check",invoice,"lost,check,invoice",FALSE
18931,"I didn't receive my fucking invoices, could I view them?","receive,view",invoices,"receive,view,invoices",FALSE
18932,I lost my bill and I want to see it,"lost,want,see",bill,"lost,want,see,bill",FALSE
18933,"i wanna view my invoice, what can i do?","wanna,view,do",invoice,"wanna,view,do,invoice",FALSE
18934,"i can't find my invoices, how can i check them?","find,check",invoices,"find,check,invoices",FALSE
18935,can you ask an agent where I could see my bill?,"ask,see","agent,bill","ask,see,agent,bill",FALSE
18936,"could u check my ibll, please?",check,ibll,"check,ibll",FALSE
18937,I want to view my bills,"want,view",bills,"want,view,bills",FALSE
18938,I lost my invoices and I want to check them,"lost,want,check",invoices,"lost,want,check,invoices",FALSE
18939,"I can't find my bill , help me view it","find,help,view",bill,"find,help,view,bill",FALSE
18940,"I didn't receive my invoice, what do I have to do to check it?","receive,have,do,check",invoice,"receive,have,do,check,invoice",FALSE
18941,ask an agent how i can view my invoices,"ask,view","agent,invoices","ask,view,agent,invoices",FALSE
18942,"i lost my invoice, can u show it?","lost,show",invoice,"lost,show,invoice",FALSE
18943,"i didn't receive my invoices, could u view them, please?","receive,view",invoices,"receive,view,invoices",FALSE
18944,can you ask an agent if I could see my fucking bill ?,"ask,see","agent,fucking,bill","ask,see,agent,fucking,bill",FALSE
18945,"I can't find my invoice, can you show it?","find,show",invoice,"find,show,invoice",FALSE
18946,"I didn't receive my invoice, can  I view i?","receive,view",invoice,"receive,view,invoice",FALSE
18947,"I didn't receive my bills, what do I have to do to see them?","receive,have,do,see",bills,"receive,have,do,see,bills",FALSE
18948,"i lost my bill and i want to view it, please","lost,want,view",bill,"lost,want,view,bill",FALSE
18949,help me see my invoice,"help,see",invoice,"help,see,invoice",FALSE
18950,"i can't find my fucking bill, how could i check it?","find,check",bill,"find,check,bill",FALSE
18951,I didn't receive my bill and I want to see it,"receive,want,see",bill,"receive,want,see,bill",FALSE
18952,"please, can u ask an agent where to check my invoice?","ask,check","agent,invoice","ask,check,agent,invoice",FALSE
18953,"I didn't receive my bills, help me see them","receive,help,see",bills,"receive,help,see,bills",FALSE
18954,can you tell me about my invoices?,tell,invoices,"tell,invoices",FALSE
18955,"I didn't receive my bills, can I view them?","receive,view",bills,"receive,view,bills",FALSE
18956,i can't find my bills and i want to view them,"find,want,view",bills,"find,want,view,bills",FALSE
18957,"I want to see my bills, what do I have to do?","want,see,have,do",bills,"want,see,have,do,bills",FALSE
18958,"can u ask an agent where to view my invoices, please?","ask,view","agent,invoices","ask,view,agent,invoices",FALSE
18959,how can i see my invoices ?,see,invoices,"see,invoices",FALSE
18960,can you show me information about my bills?,show,"information,bills","show,information,bills",FALSE
18961,"I didn't receive my bill, I need help checking it","receive,need,checking","bill,help","receive,need,checking,bill,help",FALSE
18962,"I can't find my invoice, show it","find,show",invoice,"find,show,invoice",FALSE
18963,"I lost my invoice, how can I check it?","lost,check",invoice,"lost,check,invoice",FALSE
18964,"I can't find my bill, how do I check it?","find,check",bill,"find,check,bill",FALSE
18965,"I didn't receive my bill, what can I do to view it?","receive,do,view",bill,"receive,do,view,bill",FALSE
18966,i can't find my invoice and i want to see it,"find,want,see",invoice,"find,want,see,invoice",FALSE
18967,"I can't find my invoices, how can I view them?","find,view",invoices,"find,view,invoices",FALSE
18968,how do i see my bill ?,see,bill,"see,bill",FALSE
18969,ask an agent about my invoice,ask,"agent,invoice","ask,agent,invoice",FALSE
18970,"I can't find my invoice, can I see it?","find,see",invoice,"find,see,invoice",FALSE
18971,can u ask an agent how i can see my bill?,"ask,see","agent,bill","ask,see,agent,bill",FALSE
18972,"I want to see my invoice, what should I do?","want,see,do",invoice,"want,see,do,invoice",FALSE
18973,"i lost my bills, what can i do to check them?","lost,do,check",bills,"lost,do,check,bills",FALSE
18974,"I can't find my invoice, help me check it","find,help,check",invoice,"find,help,check,invoice",FALSE
18975,"I can't find my invoices, check them","find,check",invoices,"find,check,invoices",FALSE
18976,"i can't find my fucking bills, help me check them","find,help,check",bills,"find,help,check,bills",FALSE
18977,can you give me information about my bills?,give,"information,bills","give,information,bills",FALSE
18978,show me my bill,show,bill,"show,bill",FALSE
18979,"I lost my invoices, help me se them","lost,help",invoices,"lost,help,invoices",FALSE
18980,i  want information about my invoice,want,"information,invoice","want,information,invoice",FALSE
18981,where can i view my bill?,view,bill,"view,bill",FALSE
18982,"i didn't receive my invoice, how do i check it?","receive,check",invoice,"receive,check,invoice",FALSE
18983,"i can't find my invoices, i need help viewing them","find,need,viewing","invoices,help","find,need,viewing,invoices,help",FALSE
18984,how to check my invoice,check,invoice,"check,invoice",FALSE
18985,I can't find my invoices and I want to check them,"find,want,check",invoices,"find,want,check,invoices",FALSE
18986,"I want to see my bill, can you help me?","want,see,help",bill,"want,see,help,bill",FALSE
18987,"i want to check my invoice, can u help me?","want,check,help","invoice,u","want,check,help,invoice,u",FALSE
18988,"I can't find my invoices, ohw can I see them?","find,see",invoices,"find,see,invoices",FALSE
18989,"I didn't receive my invoice, what can I do to viewti?","receive,do",invoice,"receive,do,invoice",FALSE
18990,"I lost my bills, what can I do to view them?","lost,do,view",bills,"lost,do,view,bills",FALSE
18991,i need help checking my bill,"need,checking","help,bill","need,checking,help,bill",FALSE
18992,i lost my invoice and id like to view it,"lost,like,view","invoice,i","lost,like,view,invoice,i",FALSE
18993,where do I view my bill?,view,bill,"view,bill",FALSE
18994,"I can't find my bill, I need help checking it","find,need,checking","bill,help","find,need,checking,bill,help",FALSE
18995,help me view my bill,"help,view",bill,"help,view,bill",FALSE
18996,"I lost my fucking bills, what should I do to view them?","lost,do,view",bills,"lost,do,view,bills",FALSE
18997,can u ask an agent where i can see my bills?,"ask,see","agent,bills","ask,see,agent,bills",FALSE
18998,"please, ask an agent where I can see my bill","ask,see","agent,bill","ask,see,agent,bill",FALSE
18999,"I lost my invoices, help me view them","lost,help,view",invoices,"lost,help,view,invoices",FALSE
