query,verbs,nouns,verb_noun,Subject,Intent,Sentiment
"my user account was hacked, how do I recover it?","hacked,recover","user,account","hacked,recover,user,account",account,restoration,Negative
"my user account was hacked, can you recover it?","hacked,recover","user,account","hacked,recover,user,account",account,restoration,Negative
"my user account's been hacked, how do i recover it?","hacked,recover","user,account","hacked,recover,user,account",account,restoration,Negative
"my user account's been hacked, recover it","hacked,recover","user,account","hacked,recover,user,account",account,restoration,Negative
"my user account has been hacked , how do i recover it?","hacked,recover","user,account","hacked,recover,user,account",account,restoration,Negative
"my user account's been hacked, how can I recover it?","hacked,recover","user,account","hacked,recover,user,account",account,restoration,Negative
"my user account was hacked, how can i recover it?","hacked,recover","user,account","hacked,recover,user,account",account,restoration,Negative
"my user account was hacked, how can I recover it?","hacked,recover","user,account","hacked,recover,user,account",account,restoration,Negative
"my user account was hacked, can I recover it?","hacked,recover","user,account","hacked,recover,user,account",account,restoration,Negative
"my user account's been hacked, can I recover it?","hacked,recover","user,account","hacked,recover,user,account",account,restoration,Negative
"my user account was hacked, recover it","hacked,recover","user,account","hacked,recover,user,account",account,restoration,Negative
"my user account's been hacked, can you recover it?","hacked,recover","user,account","hacked,recover,user,account",account,restoration,Negative
"my user account's been hacked, how do I recover it?","hacked,recover","user,account","hacked,recover,user,account",account,restoration,Negative
"i cant remember my account password, what can i do to reset it?","remember,do,reset","account,password","remember,do,reset,account,password",account,restoration,Neutral
"I can't remember my account password , what can I do to reset it?","remember,do,reset","account,password","remember,do,reset,account,password",account,restoration,Neutral
"I can't remember my account password, what should I do to reset it?","remember,do,reset","account,password","remember,do,reset,account,password",account,restoration,Neutral
"I lost my account password, what should I do to retrieve it?","lost,do,retrieve","account,password","lost,do,retrieve,account,password",account,restoration,Negative
"i lost my account password, what can i do to retrieve it?","lost,do,retrieve","account,password","lost,do,retrieve,account,password",account,restoration,Negative
"i lost my account password, what should i do to retrieve it?","lost,do,retrieve","account,password","lost,do,retrieve,account,password",account,restoration,Negative
"I lost my account password, what can I do to retrieve it?","lost,do,retrieve","account,password","lost,do,retrieve,account,password",account,restoration,Negative
"I watn to reset my account password, what can I do?","watn,reset,do","account,password","watn,reset,do,account,password",account,restoration,Neutral
"someone stole my password, what should I do to reset it?","stole,do,reset",password,"stole,do,reset,password",account,restoration,Neutral
"someone stole my password, what can I do to reset it?","stole,do,reset",password,"stole,do,reset,password",account,restoration,Neutral
"I can't remember my account password, I need help retrieving it","remember,need,retrieving","account,password,help","remember,need,retrieving,account,password,help",account,restoration,Positive
"my online account was hacked, how do I recover it?","hacked,recover",account,"hacked,recover,account",account,restoration,Negative
"my account was hacked, can u recover it?","hacked,recover",account,"hacked,recover,account",account,restoration,Negative
"my online account was hacked, can you recover it?","hacked,recover",account,"hacked,recover,account",account,restoration,Negative
"my account was hacked, how do I recover it?","hacked,recover",account,"hacked,recover,account",account,restoration,Negative
"my online account's been hacked, can I recover it?","hacked,recover",account,"hacked,recover,account",account,restoration,Negative
"my account's been hacked, can i recover it?","hacked,recover",account,"hacked,recover,account",account,restoration,Negative
"my online account has been hacked, how could I recover it?","hacked,recover",account,"hacked,recover,account",account,restoration,Negative
"my online account's been hacked, recover it","hacked,recover",account,"hacked,recover,account",account,restoration,Negative
"my online account's been hacked, how do I recover it?","hacked,recover",account,"hacked,recover,account",account,restoration,Negative
"my account was hacked, can you recover it?","hacked,recover",account,"hacked,recover,account",account,restoration,Negative
"my account was hacked, can I recover it?","hacked,recover",account,"hacked,recover,account",account,restoration,Negative
"my account was hacked, how do i recover it?","hacked,recover",account,"hacked,recover,account",account,restoration,Negative
"my  online account has been hacked, how do i recover it?","hacked,recover",account,"hacked,recover,account",account,restoration,Negative
"my account's been hacked, how can I recover it?","hacked,recover",account,"hacked,recover,account",account,restoration,Negative
"my online account was hacked, can I recover it?","hacked,recover",account,"hacked,recover,account",account,restoration,Negative
"my account's been hacked, how do I recover it?","hacked,recover",account,"hacked,recover,account",account,restoration,Negative
"my account's been hacked, can u recover it?","hacked,recover",account,"hacked,recover,account",account,restoration,Negative
"my account was hacked, how can I recover it?","hacked,recover",account,"hacked,recover,account",account,restoration,Negative
"my account was hacked, recover it","hacked,recover",account,"hacked,recover,account",account,restoration,Negative
"my account's been hacked, recover it","hacked,recover",account,"hacked,recover,account",account,restoration,Negative
