,verb_noun,counts,Subject,Intent
6401,"want,make,help,order",1,,
6402,"want,check,time,customer,service",1,,
6403,"want,contacting,help,customer,assistance",1,,
6404,",time,customer,service",1,,
6405,"wanty,check,order",1,,
6406,"have,call,get,customer,assistance,help",1,,
6407,"try,talk,customer,support",1,,
6408,"want,speaking,help,customer,service",1,,
6409,"help,talking,customer,assistance",1,,
6410,"wanna,track,tell,d,shipment",1,,
6411,"like,make,do,order",1,,
6412,"want,know,orders,delivery",1,,
6413,"want,talk,assistance,customer,support",1,,
6414,"help,track,shipments",1,order,enquiry
6415,"trying,talk,customer,assistance",1,,
6416,"want,contact,customer,service",1,customer_support ,enquiry
6417,"need,check,hours,customer,service",1,customer_support ,enquiry
6418,"want,tack,orders",1,,
6419,"ell,know,orders",1,,
6420,"want,make,do,order",1,,
6421,"wanna,place,do,order",1,,
6422,"like,make,help,order",1,,
6423,"want,place,order",1,,
6424,"want,make,do,pucrhase",1,,
6425,"want,make,help,purchase",1,,
6426,"plcae,order",1,,
6427,"want,make,have,do,purchase",1,,
6428,"want,maked,do,order",1,,
6429,"help,place,order",1,,
6430,"need,making,help,ofder",1,,
6431,"wnna,help,place,order",1,,
6432,"mlake,order",1,,
6433,"want,place,have,do,order",1,,
6434,"uhave,mail,address,contact,customer,assistance",1,,
6435,"ordered,item,purchase",1,,
6436,"made,like,change,mistake,purchase",1,,
6437,"ask,s,stay,informed,agent,newsletter",1,,
6438,"mind,asking,change,agent,order",1,,
6439,"speak,help,person",1,,
6440,"wanna,change,tell,do,",1,,
6441,"don'tknow,do,talk,agent",1,,
6442,"tell,changing,purchase",1,,
6443,"know,need,do,talk,operator",1,,
6444,"ordered,have,do,modify,purchase",1,,
6445,"want,speak,help,person",1,,
6446,"need,chatting,assistance",1,,
6447,"want,change,send,order",1,,
6448,"speak,operator",1,,
6449,"ipurchased,wanna,modify,item,order",1,,
6450,"bought,help,modify,order",1,order,modification
6451,"know,do,speak,person",1,customer_support ,enquiry
6452,"want,speak,help,agent",1,,
6453,"bought,like,change,item,order",1,,
6454,"want,speaking,assistance,agent",1,,
6455,"need,contact,person",1,,
6456,"wanna,ask,changing,information,purchase",1,,
6457,"need,do,contact,agent",1,customer_support ,enquiry
6458,"like,make,modificatin,purchase",1,,
6459,"bought,slmething,want,change,order",1,order,modification
6460,"tell,modify,fucking,order",1,,
6461,"chat,person",1,,
6462,"want,contact,help,agent",1,,
6463,"purchased,help,changing,item,order",1,,
6464,"trying,contact,agent",1,customer_support ,enquiry
6465,"purchased,need,modifying,item,help,order",1,,
6466,"trying,talk,",1,,
6467,"need,talking,help,assistant",1,,
6468,"try,ocntact,agent",1,,
6469,"purchased,help,change,order",1,order,modification
6470,"want,change,show,order,information",1,,
6471,"contact,assistance,person",1,,
6472,"have,speak,",1,,
6473,"want,moeify,send,order",1,,
6474,"talk,assistance",1,,
6475,"ordered,need,modifying,product,help,purchase",1,,
6476,"bougbt,modify,doto,order",1,,
6477,"know,chat,person",1,,
6478,"need,speak,agent",1,,
6479,"know,do,contact,person",1,,
6480,"purchased,want,modify,item,purchase",1,,
6481,"trying,speak,agent",1,,
6482,"ordered,like,change,i,purchase",1,,
6483,"need,contact,help,agent",1,,
6484,"know,need,do,speak,assistant",1,,
6485,"need,chatting,help,person",1,,
6486,"ofdeed,want,modify,purchase",1,,
6487,"need,agent",1,,
6488,"understand,uirect,",1,,
6489,"made,chnage,mistake,purchase",1,,
6490,"ordered,help,change,item,purchase",1,,
6491,"ordered,need,modifying,help,purchase",1,,
6492,"purchased,help,modify,product,purchase",1,,
6493,"tring,contact,agent",1,customer_support ,enquiry
6494,"purchased,have,do,change,product,purchase",1,,
6495,"ehlp,chatting,agent",1,,
6496,"talk,hyman,agent",1,,
6497,"uhelp,contact,",1,,
6498,"want,chat,",1,,
6499,"chat,agent",1,,
6500,"bought,want,change,purchase",1,purchase,modification
6501,"wanna,make,modification,purchase",1,,
6502,"speak,need,help",1,,
6503,"trying,talk,agent",1,,
6504,"help,chattinb,operator",1,,
6505,"contacting,assistance,agent",1,,
6506,"understand,say,speak,word,agent",1,,
6507,"need,talking,assistance,operator",1,,
6508,"ehlp,speak,person",1,customer_support ,enquiry
6509,"want,contacting,assistance,agent",1,,
6510,"cancle,purchase",1,,
6511,"waznt,cancel,purchase",1,,
6512,"help,contacting,person",1,,
6513,"want,speak,help",1,,
6514,"need,contacting,assistance,agent",1,,
6515,"got,speak,operator",1,,
6516,"purchased,want,modify,product,purchase",1,,
6517,"have,do,contact,agent",1,customer_support ,enquiry
6518,"need,talk,agent",1,,
6519,"want,chatting,help,agent",1,,
6520,"want,make,change,purchase",1,purchase,modification
6521,"made,help,change,mistake,purchase",1,,
6522,"have,talk,agent",1,,
6523,"like,talk,agent",1,,
6524,"help,cancel,purchase",1,,
6525,"want,chatting,help",1,,
6526,"help,speak,assistant",1,,
6527,"want,chat,assistance,person",1,,
6528,"want,cancel,order",1,order,cancellation
6529,"want,cancel,have,do,purchase",1,,
6530,"want,talk,assistance",1,,
6531,"want,assistance,assistant",1,,
6532,"need,cancelling,hjelp,purchase",1,,
6533,"cancel,do,order",1,,
6534,"want,get,receiving,newsletter",1,,
6535,"wanna,know,have,receive,newsletter",1,,
6536,"wantto,know,subscribing,avout,newsletter",1,,
6537,"want,receive,show,newsletter,information",1,,
6538,"need,subscribing,information,newsletter",1,,
6539,"want,know,'s,subscribe,newsletter",1,newletter,subscription
6540,"need,chatting,assistance,agent",1,,
6541,"know,do,speak,agent",1,,
6542,"talk,aent",1,,
6543,"purchased,have,do,change,item,purchase",1,,
6544,"purchased,help,modify,order",1,order,modification
6545,"want,assistance,totalk,agent",1,,
6546,"transfer,",1,,
6547,"ordered,need,changing,help,purchase",1,,
6548,"have,do,talk,",1,,
6549,"bought,want,change,item,order",1,,
6550,"purchased,like,change,item,i,order",1,,
6551,"purchased,wanna,change,order",1,order,modification
6552,"know,need,do,speak,operator",1,,
6553,"want,know,modcify,purchase",1,,
6554,"want,know,modifying,myorder",1,,
6555,"tell,modifying,order",1,,
6556,"need,contact,agent",1,customer_support ,enquiry
6557,"ordered,need,changing,prdouct,help,purchase",1,,
6558,"speak,assistance,agent",1,,
6559,"have,speak,person",1,customer_support ,enquiry
6560,"help,contacting,operator",1,,
6561,"contact,assistance,agent",1,,
6562,"uhelp,chat,agent",1,,
6563,"talking,assistance,assistant",1,,
6564,"need,chat,help",1,,
6565,"purchased,want,change,purchase",1,purchase,modification
6566,"ordered,help,change,product,order",1,order,modification
6567,"need,speak,assistance",1,,
6568,"ordered,help,modify,item,order",1,,
6569,"ordered,help,change,order",1,order,modification
6570,"help,talk,assistant",1,,
6571,"want,agent",1,,
6572,"help,talking,",1,,
6573,"contacting,agent",1,,
6574,"want,talking,assistance,agent",1,,
6575,"like,contact,agent",1,customer_support ,enquiry
6576,"bought,need,changing,item,help,purchase",1,,
6577,"need,checking,call,help,hours,customer,service",1,,
6578,"have,e,-,address,contact,customer,support",1,,
6579,"want,ask,changing,information,purchase",1,,
6580,"bought,need,changing,product,help,purchase",1,,
6581,"want,check,contact,hours,customer,service",1,customer_support ,enquiry
6582,"help,talk,customer,assistance",1,,
6583,"want,make,modifkcation,order",1,,
6584,"purchased,need,changing,help,ordere",1,,
6585,"call,assistance,customer,service",1,,
6586,"wanna,know,change,purchase",1,purchase,modification
6587,"purchased,want,modify,product,order",1,,
6588,"need,get,touch,customer,service",1,,
6589,"help,check,contact,hours,customer,assistance",1,,
6590,"wanna,know,modifying,purchase",1,,
6591,"made,like,modify,mistake,purchase",1,,
6592,"see,time,customer,support",1,,
6593,"see,time,customer,assistance",1,,
6594,"changing,information,purchase",1,,
6595,"bought,wanna,change,purchase",1,purchase,modification
6596,"tell,modifying,",1,,
6597,"ordered,have,do,change,purchase",1,purchase,modification
6598,"ordered,wanna,modify,item,purchase",1,,
6599,"made,ask,modify,mistake,agent,purchase",1,,
6600,"bought,change,prodjct,purchase",1,,
6601,",tochange,purchase",1,purchase,modification
6602,"tell,modify,",1,,
6603,"want,get,modifying,information,order",1,,
6604,"want,talk,assistancew",1,,
6605,"purchased,hcange,purchase",1,,
6606,"bought,help,modify,product,order",1,,
6607,"want,speaking,help,agent",1,,
6608,"bought,help,change,product,purchase",1,,
6609,"need,do,talk,",1,,
6610,"have,check,contact,hours,customer,service",1,customer_support ,enquiry
6611,"purchased,want,modify,item,order",1,,
6612,"want,talking,assistance,person",1,,
6613,"want,midify,tell,do,purchase",1,,
6614,"wanna,know,modify,order",1,order,modification
6615,"ask,modify,send,agent,order",1,,
6616,"bought,need,modifying,product,help,order",1,,
6617,"ordered,wanna,change,order",1,order,modification
6618,",time,customer,assistance",1,,
6619,"made,have,do,modify,mistake,order",1,,
6620,"see,call,hours,customer,service",1,,
6621,"want,modify,show,order,information",1,,
6622,"need,cxalling,help,customer,support",1,,
6623,"want,know,nodify,order",1,,
6624,"bought,help,modify,product,purchase",1,,
6625,"want,speak,help,customer,support",1,,
6626,"have,get,touch,customer,support",1,,
6627,"bought,help,change,order",1,order,modification
6628,"bought,want,modify,product,purchase",1,,
6629,"bought,help,chane,purchase",1,,
6630,"have,changing,information,order",1,,
6631,"purchased,help,modify,purchase",1,,
6632,"know,call,customer,service",1,,
6633,"bought,help,change,item,order",1,,
6634,"ordered,have,do,change,item,order",1,,
6635,"know,need,do,call,customer,assistance",1,,
6636,"need,contact,customer,service",1,customer_support ,enquiry
6637,"bought,want,change,order",1,order,modification
6638,"want,call,help,customer,support",1,,
6639,"purchased,help,change,product,purchase",1,,
6640,"ordered,like,modify,item,order",1,,
6641,"purchased,need,changing,product,help,order",1,,
6642,"purchased,wanna,change,product,order",1,order,modification
6643,"bought,wanna,change,order",1,order,modification
6644,"want,modifying,information,order",1,,
6645,"need,speak,",1,,
6646,"ordered,do,modify,item,oredr",1,,
6647,"ordered,do,hcange,order",1,,
6648,"want,know,changing,purchase",1,,
6649,"understand,got,goddamn,person",1,,
6650,"need,chatting,assistance,witth,person",1,,
6651,"purchased,have,do,modify,item,order",1,,
6652,"wanna,modify,send,purchase",1,,
6653,"want,speak,assistance",1,,
6654,"made,help,modify,mistake,purchase",1,,
6655,"need,chat,agent",1,,
6656,"help,contacting,",1,,
6657,"want,changing,information,purchase",1,,
6658,"made,modify,miustake,purchasse",1,,
6659,"modify,send,order,beforeyou",1,,
6660,"need,do,speak,",1,,
6661,"need,talk,help",1,,
6662,"ordered,want,modify,product,order",1,,
6663,"bought,need,modifying,help,purchase",1,,
6664,"made,want,modify,mistake,order",1,,
6665,",assistance,tospeak,operator",1,,
6666,"purchased,modify,product,purchaes",1,,
6667,"talk,operator",1,,
6668,"want,talk,help,agent",1,,
6669,"bouvht,want,change,product,order",1,order,modification
6670,"purchased,help,modify,item,order",1,,
6671,"want,request,informatoin,modifying,purchase",1,,
6672,"need,speaking,assistance,operator",1,,
6673,"got,speak,person",1,customer_support ,enquiry
6674,"purchased,wanna,change,product,purchase",1,,
6675,"need,modifying,help,order",1,,
6676,"purchased,have,do,change,product,order",1,order,modification
6677,",contact,agent",1,customer_support ,enquiry
6678,"understand,help,chtting,assistant",1,,
6679,"want,speaking,assistance,operator",1,,
6680,"help,chat,",1,,
6681,"bought,change,somethikng,order",1,,
6682,"trying,speak,assistant",1,,
6683,"like,request,changing,information,order",1,,
6684,"ordered,need,modifying,item,help,order",1,,
6685,"have,modifying,information,purchase",1,,
6686,"want,talking,help,agent",1,,
6687,"ordered,help,change,product,purchase",1,,
6688,"want,ask,modifying,information,purchase",1,,
6689,"want,know,changing,order",1,,
6690,"purchased,have,do,modify,purchase",1,,
6691,"know,contact,person",1,,
6692,"ordered,help,modifying,order",1,,
6693,"need,modifying,help,purchase",1,,
6694,"have,do,speak,agent",1,,
6695,"need,modifying,information,purchase",1,,
6696,"ordered,have,do,modify,product,order",1,,
6697,"talk,assistance,agent",1,,
6698,"need,information,purchase",1,,
6699,"know,chat,wit,person",1,,
6700,"have,modifying,information,order",1,,
6701,"ordered,need,changing,help,order",1,,
6702,"want,modify,order",1,order,modification
6703,"want,modify,tell,do,myorder",1,,
6704,"ordered,have,do,change,order",1,order,modification
6705,"like,ask,changing,informattion,order",1,,
6706,"purchased,have,do,modify,product,purchase",1,,
6707,"speaking,agent",1,,
6708,"purchased,help,change,item,order",1,,
6709,"purchased,help,modify,item,purchase",1,,
6710,"want,contact,assistance,agent",1,,
6711,"ordered,modify,product,hep,order",1,,
6712,"ask,changing,agent,information,order",1,,
6713,"ask,make,agent,change,purchase",1,purchase,modification
6714,"purchased,need,modifying,help,purchase",1,,
6715,"help,listing,allowed,payment,options",1,payment methods,enquiry
6716,"get,try,make,have,do,error,message,whem,payment,order",1,,
6717,"got,tried,make,charged,help,notify,error,payment,card",1,complaint,enquiry
6718,"show,information,reimbursement,policy",1,refund,enquiry
6719,"is,trying,correct,problem,delivery,address",1,,
6720,"wanna,check,do,refund,policy",1,refund,enquiry
6721,"want,check,help,reimbursement,policy,u",1,refund,enquiry
6722,"wanna,check,money,policy",1,refund,enquiry
6723,"want,check,help,reimbursement,policy",1,refund,enquiry
6724,",information,refund,policy",1,refund,enquiry
6725,"tell,policy",1,,
6726,"know,reimbursement,policy",1,refund,enquiry
6727,"see,policy",1,,
6728,"have,problems,shipping,address,change",1,shipping address,modification
6729,"need,seeing,help,refund,policy",1,refund,enquiry
6730,"chosen,shipping,address,mistake",1,shipping address,set_up
6731,"know,refund,policy",1,refund,enquiry
6732,"viwe,refund,policy",1,refund,enquiry
6733,"show,reimbursement,policy",1,refund,enquiry
6734,"want,view,money,policy",1,refund,enquiry
6735,"want,check,have,do,money,pplicy",1,refund,enquiry
6736,"want,money,guarantee,information",1,refund,enquiry
6737,"like,view,help,money,guarantee",1,refund,enquiry
6738,"correct,delivery,address",1,,
6739,"know,want,money,policy,information",1,refund,enquiry
6740,"have,update,get,delivery,address,help",1,,
6741,"like,view,do,money,guarantee",1,refund,enquiry
6742,"ask,agent,information,money,back,policy",1,refund,enquiry
6743,"trying,correct,assistance,delivery,address",1,,
6744,"want,ssee,do,money,policy",1,refund,enquiry
6745,"m,tell,money,guarantee",1,refund,enquiry
6746,"want,see,help,money,guarantee",1,refund,enquiry
6747,"ask,show,agent,money,policy",1,refund,enquiry
6748,"want,inforation,reimbursement,policy",1,refund,enquiry
6749,"want,see,money,policy",1,refund,enquiry
6750,"need,money,guarantee,information",1,refund,enquiry
6751,"ushow,information,reimbursement,policy",1,refund,enquiry
6752,"want,know,money,policy",1,refund,enquiry
6753,"want,view,reimbursement,policy",1,refund,enquiry
6754,"have,trying,correct,problems,shipping,address",1,shipping address,modification
6755,"give,information,delivery,address,change",1,,
6756,"tell,abput,reimbursement,policy",1,refund,enquiry
6757,"see,money,gusrantee",1,refund,enquiry
6758,"have,question,shipping,address,change",1,shipping address,modification
6759,"find,information,refund,policy",1,refund,enquiry
6760,"m,ask,money,policy,agent,information",1,refund,enquiry
6761,"chose,shipping,address",1,shipping address,modification
6762,"help,view,reimbursement,policy",1,refund,enquiry
